twitter_handle,lon,lat,msg,timestamp
StyleMelbourne,-37.927448,145.251053,Ahhhhhh Sundays. @ The Butlers Pantry https://t.co/vJ8c8jyx9V,2015-07-05 13:44:20
ashynd22,-32.105152,115.786343,@ThaLordByron1 happy 4 of July,2015-07-05 13:44:31
bne99,-31.947629,115.857072,A drink at 11:45am it's afternoon in the east (@ Northbridge Brewing Company by Beerland - @nbcbeerland) https://t.co/Tob7xMPhpR,2015-07-05 13:44:35
LizWatt26,-28.164853,153.550595,Nothing as good as a sunny coast walk in Winter... @ Point Danger https://t.co/th0ehX9nIG,2015-07-05 13:44:37
sharkiesbbb,-31.91308,152.460242,@SpecialKOnline Haha me too.Gets a tad awkward when the stacker is inside the fridge compartment though &amp; witnesses my shifting of the milk.,2015-07-05 13:44:53
netooweb,-31.946667,115.993333,"Wind 3 km/h NNW. Barometer 1022.4 hPa, Falling slowly. Temperature 22.3 C. Rain today 0.0 mm. Humidity 69%",2015-07-05 13:45:03
Astig0,-33.734555,150.961189,@hillsong praise and worship! #GodIsAwesome #JesusIsLord #PraiseGod #SundayService #hillsong @ https://t.co/BLx8sFe1B5,2015-07-05 13:45:05
VicRoads,-37.730012,145.079351,"Erskine Rd, Macleod - Traffic Alert, Delays maybe experienced in the area. #victraffic",2015-07-05 13:45:08
EzizliOrxan,-37.761082,144.970431,Bu gn Melburndak Azrbaycanl tlblrin ilk futbol oyunu olacaq. Gonna be an exciting day!  ;),2015-07-05 13:45:09
ivanmysiv,-37.796111,144.943889,"Wind 4,8 m/s NNW. Barometer 1004,1 hPa, Falling. Temperature 15,8 A2C. Rain today 0,0 mm. Humidity 47%",2015-07-05 13:45:11
bboomerjourno,-37.841404,145.232509,Thank you @ScozzariFrank @Darcie_Lamarra @AlesIckeringill @JaapKeeren @rfalina1 @8Mjalbrecht @PeloBlancoPhoto Welcome.,2015-07-05 13:45:19
WarrandyteFmWx,-34.859167,149.693611,"Wind 19.8 km/h N. Barometer 1004.7 hPa, Falling. Temperature 10.8 C. Rain today 0.0 mm. Humidity 55%",2015-07-05 13:45:25
_JulesReed,-37.839459,144.995138,Eat all the salads  #healthy #active #fitfam #workout #happy #movenourishbelieve #melbourne https://t.co/C5uBCjt7St,2015-07-05 13:45:30
jinhan,-33.870601,151.200631,#beautifulday #vscocam #rcnocrop @ Darling Harbour Bridge https://t.co/pLBLLu4zQE,2015-07-05 13:45:32
VbGumby,-37.0509,143.734358,What  do  u do when  it heart  says no but it body  says yes,2015-07-05 13:45:36
baldcroft,-27.475025,153.035714,Storey Bridge 75th birthday celebration. What a complete mosh pit &amp; badly planned event. At least we https://t.co/IZKtKmJWsE,2015-07-05 13:45:36
RhondaForbes,-33.784637,151.067296,@HFMarti @Doodsgirl @alamairs @PoliticAzzura @sandreti @Pussaluss123 ,2015-07-05 13:45:54
chasingaplate,-37.801617,144.966842,Tender pork belly with perfect crackle and a glass of prosecco. Is there anything better for Sunday https://t.co/kWI67gSYmr,2015-07-05 13:45:56
VirtualJukebox,-37.986289,145.20643,"Magic Bus by The Who is #nowplaying in Genesis Dandedong, Dandenong.  Download it now at http://t.co/n4cltR0vWe",2015-07-05 13:45:57
white76_l,-38.24221,142.909342,"@JonJoncondon ""gday thanx for following ""your cool """"cheers blokey",2015-07-05 13:45:59
difficultkind,-37.34063,144.150955,"Thank you cliffysemporium for your beautiful #BreakfastSpecial! Simple, fresh, sublime. This https://t.co/A1Mr0qGeYn",2015-07-05 13:46:01
nessclick,-33.404848,151.476295,Watching the whales :) :) #britchickinoz (@ Wyrrabalong Lookout in New South Wales) https://t.co/WKiA44hM2q,2015-07-05 13:46:02
ivanmysiv,-37.796111,144.943889,"Wind 5,1 m/s NNW. Barometer 1004,2 hPa, Falling. Temperature 15,7 A2C. Rain today 0,0 mm. Humidity 48%",2015-07-05 13:46:10
roseannebyrne,-35.391456,149.204858,@ScottMorrisonMP Not many care for you or your opinion Scott.Your 'religion' has no influence in any of your other decisions so meaningless.,2015-07-05 13:46:12
diananguyen_au,-37.802609,144.949417,Just brunch date.\n#brunch #fandango #northmelbourne #foodporn #breakie #melbournelunch https://t.co/IaERdQx8Jn,2015-07-05 13:46:15
elyseannear,-38.172757,144.307021,@idekcamille fave place ,2015-07-05 13:46:23
KevinPong,-34.42414,150.893289,Yummy in the Gong (@ kinn thai restaurant) https://t.co/k84m4nQ5MW,2015-07-05 13:46:24
LN_HARRIS_,-37.814854,144.964356,Appreciating the smallest of things can bring so much light and happiness    #ohmelbourne https://t.co/cQ5zAKw5JO,2015-07-05 13:46:28
miyuki_uido,-33.86074,151.210672,Sundaze  #NikePlus @ Circular Quay https://t.co/Xbj8KFy9rC,2015-07-05 13:46:52
mp01juve,-34.922012,138.599701,La mia #storiadiungrandeamore #scandinaviangirls #mp01juve @ Jamie Oliver Italian Adelaide https://t.co/EWFJy12as8,2015-07-05 13:47:01
baileywoonnnn,-33.897865,151.20903,Day 10: visited Hillsong church in Sydney! #vscocam #sydney @ Hillsong Church https://t.co/p5jz4PP6C8,2015-07-05 13:47:02
MissFoodieAus,-27.472657,153.03601,Sunday date day at #storybridge75  @ Story Bridge 75 https://t.co/E7LNrWBQMd,2015-07-05 13:47:04
ivanmysiv,-37.796111,144.943889,"Wind 3,1 m/s NNW. Barometer 1004,2 hPa, Falling. Temperature 15,7 A2C. Rain today 0,0 mm. Humidity 49%",2015-07-05 13:47:11
bryanricho,-35.566802,149.738489,Anyone for a spot of ice skating? @ Braidwood https://t.co/QvVsixNPPb,2015-07-05 13:47:12
idacempaka,-33.860399,151.210183,cant help but selfie! #SydJourNey #harbor #selfie #operahouse @nina_juwono Henny Christine @ Sydney https://t.co/ExTemXpm49,2015-07-05 13:47:18
difficultkind,-37.34063,144.150955,cliffysemporium #coffee #takingmytime #NickAndJeffTime #winter #lifeisbeautiful #Daylesford @ Cliffys https://t.co/JSGvLB2sLf,2015-07-05 13:47:20
chatsbury,-33.857302,151.241913,Another day in paradise #sydney #sydneyafternoonphoto #sydneylove (@ Sydney Harbour) http://t.co/3MhQQCN4V0 http://t.co/IIaHqoCH4C,2015-07-05 13:47:23
Doonks,-37.811492,144.961406,Japanese bbq mackerel with apple and nori salad.  Herb oil @ 1000  Bend https://t.co/Sh5YlDE3d1,2015-07-05 13:47:26
edmunds_jake39,-36.080388,146.926606,Ghastly body language from Hird. For a man as defiant as he has been...he needs to be more up for it. #afldonssaints,2015-07-05 13:47:28
missypsays,-36.308051,140.772732,"I'm at Bordertown in Bordertown, SA https://t.co/6EzG53108o",2015-07-05 13:47:34
carlalala_ramos,-26.738439,150.628756,Old mate got too drunk with Red Bull this morning  #rooedkill #hellochini @ Charleys Creek https://t.co/ZPxWFGFGni,2015-07-05 13:47:35
